,id,text,agg_bert_row,answer_length,x_position,y_position
0,1,Radical ideas ,1,14,0.012461245,-1.2865549
1,2,No judgement,3,12,-2.9757009,6.286079
2,3,speed dating,0,12,-3.0133278,-7.062307
3,4,Make multiple ideas,1,19,-1.7135216,-0.4394052
4,5,Yes and,0,7,-6.0405326,0.21449405
5,6,social interaction ,0,19,-5.528963,-2.4558702
6,7,Quantity over quality ,2,22,-5.8316875,2.9793608
7,8,Encourage wild ideas,9,20,-0.64220786,-2.622318
8,9,Be visual,5,9,4.370163,-4.058
9,10,Encourage wild ideas,9,20,-0.31059796,-2.8612669
10,11,one conversation at a time,7,26,-6.1052036,-1.8284642
11,12,Be visual ,5,10,4.2646728,-4.7880335
12,13,Stay focused on topic,6,21,3.7835844,0.7545522
13,14,Stay on topics,6,14,3.8055348,1.2600148
14,15,dont judge the idea,8,19,-0.8060811,3.3422582
15,16,Defer judgement,3,15,-1.5096327,7.8583727
16,17,include all wild ideas too,9,26,-1.8403438,-3.1262546
17,18,Don't judge other people's ideas,8,32,-0.8290235,3.6228116
18,19,No one should be able to say that's my idea,8,43,-0.8057199,2.353806
19,20,"Defer judgement on ideas, DONT judge them too quickly ",3,54,-1.4418416,5.070919
20,21,"Know your users, they are not u",4,31,-5.0927725,-5.3480005
21,22,Go for quantity ,2,16,-6.073637,1.7042357
22,23,Users are not you,4,17,-5.301156,-5.5002728
23,24,be visual,5,9,4.814188,-4.7235975
24,25,"Dont hate, just come up with ideas dont worry about quality of them yet",8,71,-2.825709,2.6009812
25,26,Defer Judgement,3,15,-2.6315103,8.012945
26,27,Embrace wild ideas,9,18,-0.7864123,-3.6934912
27,28,Defer judgement,3,15,-1.4948231,7.853392
28,29,Quantity over quality,2,21,-5.828814,2.9759645
29,30,Be visual,5,9,4.155732,-4.400669
30,31,Stay focused on the topic,6,25,3.749995,0.7207688
31,32,defer judgement,3,15,-2.4985492,7.40448
32,33,Generate a lot of ideas,1,23,-1.8966956,-0.6612743
33,34,"make sure you talk to the target audience first, and see what they want",0,71,2.1562586,3.074727
34,35,Dont shoot down others ideas,8,28,-0.4010567,1.0119659
35,36,defer judgement ,3,16,-1.8459334,7.319158
36,37,"Know thy users, for they are not you",4,36,-4.918145,-5.3114443
37,38,You should encourage wild ideas,9,31,-1.2470783,-3.2753913
38,39,Go for quantity,2,15,-6.0793867,1.7058101
39,40,Encourage wild ideas,9,20,-0.68536896,-3.1753914
40,41,Defer judgement,3,15,-2.3285663,7.279946
41,42,Diversity of ideas,1,18,1.0787203,-1.4931015
42,43,Come up with as many ideas as possible,1,38,-2.2614844,0.77661777
43,44,"Defer judgement means coming up with ideas, not hating on any of them yet.",3,74,-0.9054143,6.970796
44,45,Stay focused on topic,6,21,3.7970393,0.7559712
45,46,Defer judgment,3,14,-1.9296263,8.493496
46,47,Encourage wild ideas,9,20,-0.41083154,-3.1547937
47,48,Stay focused on topic,6,21,3.7848382,0.7617348
48,49,Being visual helps other understand your ideas or suggestions very quickly ,5,75,3.2585385,-3.9607086
49,50,Be visual,5,9,4.7436304,-4.000178
50,51,"defer judgement to others, let others participate in discussion",3,63,-3.50066,7.367256
51,52,Defer Judgement,3,15,-2.1025276,7.240875
52,53,Staying focused and on topic when discussing an idea,6,52,3.2940955,0.48474053
53,54,Come up with as many ideas as possible,1,38,-2.2684047,0.7815675
54,55,Building empathy with the people you're designing for ,0,54,-3.3994923,-2.7769992
55,56,Defer judgement ,3,16,-1.6383144,7.531907
56,57,Not think they are me,4,21,-5.8260703,-5.319643
57,58,defer judgement,3,15,-2.061416,7.9251623
58,59,Be visual in your ideation.,5,27,3.847956,-3.288681
59,60,Initially Include as many ideas as possible ,1,44,-2.0755377,-0.21199621
60,61,Know your target audience,0,25,2.1563985,3.1239262
61,62,be visual; this is to say that human centered design should focus primarily on visual elements,5,94,3.083341,-4.785979
62,63,build on others' ideas,1,22,-0.54436225,-0.18517222
63,64,Defer judgement,3,15,-2.6183102,7.7376018
64,65,Come up with a large number of ideas,1,36,-2.051477,0.78874546
65,66,No such thing as a bad idea,8,27,-0.80748177,2.92683
66,67,Brainstorming,1,13,0.8506134,0.53105944
67,68,No hate,8,7,-3.036273,3.0726597
68,69,build off of other ideas,1,24,-0.7985226,0.06951885
69,70,Diversity and flexibility in ideas,1,34,1.1357806,-1.5083388
70,71,one rule of ideation is to defer judgement.,3,43,-1.6122223,6.295045
71,72,Encourage wild ideas to try and find the best solution,9,54,-1.3376069,-2.329433
72,73,Encourage Wild Ideas,9,20,-0.8782064,-2.7911146
73,74,Sketching,0,9,3.9707656,-2.5223124
74,75,Consider fron the side of user,4,30,-4.5338726,-5.76088
75,76,Defer judgment ,3,15,-2.253879,8.518875
76,77,Work on quantity instead of quality ,2,36,-5.8227086,2.8976753
77,78,It's important to engage in brainstorming,1,41,1.0586036,0.5153708
78,79,Conversations take place one at a time,7,38,-6.052373,-1.9555036
79,80,conversations take place one at a time,7,38,-6.0506077,-1.9542594
80,81,We must empathize with users ,0,29,-4.4237914,-4.4626627
81,82,Speed dating with users,0,23,-3.0501952,-7.048674
82,83,Listen to customers,0,19,2.0147874,3.5184846
83,84,Defer judgement,3,15,-2.5536783,8.109433
84,85,Encourage Wild Ideas,9,20,-0.5234469,-2.6343586
85,86,Defer judgment,3,14,-1.6180104,8.410702
86,87,One rule for ideation in human-centered design is to defer judgement while you are brainstorming ideas to be able to have an open mind for any ideas that may arise and to not close off any potential solutions.,1,209,0.82512015,-0.023011062
87,88,Be visual,5,9,4.9327493,-4.5026865
88,89,Generate many ideas - user goals are evaluated,1,46,-2.041978,-1.1410242
89,90,Speed date with users,0,21,-3.1162212,-7.053764
90,91,Be Visual,5,9,4.563472,-4.864264
91,92,Don't judge ideas to quickly ,8,29,-1.5683404,4.0804815
92,93,Be Visual,5,9,4.259711,-4.7795343
93,94,Be visual,5,9,4.199816,-4.2620025
94,95,We would need to include a variety of ideas,1,43,-1.685792,1.0755452
95,96,Building on others ideas,1,24,-0.48015139,-0.2620373
96,97,build on each others' ideas,1,27,-0.660353,-0.28369072
97,98,Create as many ideas as possible (quantity),1,43,-2.6118796,-0.29682449
98,99,Go for quantity,2,15,-6.081055,1.705379
99,100,You are not the user,4,20,-5.331887,-5.6256614
100,101,Be visual,5,9,4.9637046,-4.291131
101,102,Encourage wild ideas,9,20,-0.89545035,-2.8443437
102,103,Encourage wild ideas ,9,21,-0.31256783,-3.0273268
103,104,need to account for the basic scenarios,0,39,-3.614401,0.16569199
104,105,Build on other's ideas. ,1,24,-0.62611145,0.13316138
105,106,Coming up with lots of ideas,1,28,-2.3320668,1.0844493
106,107,Cluster and select,0,18,-0.2545741,-7.09581
107,108,conversations take place on at a time ,7,38,-6.0304823,-2.0043373
108,109,Be visual,5,9,4.710264,-3.9851496
109,110,clustering and selection process,0,32,-0.25308353,-7.09502
